book,house,character,text
Chamber_Of_Secrets,Gryffindor,Book_Fred,"  ""And when You-Know-Who disappeared,"" said Fred, craning around to look at Harry, ""Lucius Malfoy came back saying he'd never meant any of it."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Well, whoever owns him will be an old wizarding family, and they'll be rich,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"  ""The owl Mum and Dad bought Percy when he was made prefect,"" said Fred from the front."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Now, we'll go upstairs really quietly,"" said Fred, ""and wait for Mum to call us for breakfast Then, Ron, you come bounding downstairs going, `Mum, look who turned up in the night!'"
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Ah, ""said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"- never, as long as I've lived - you wait until your father gets home, we never had trouble like this from Bill or Charlie or Percy -""  ""Perfect Percy,"" muttered Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Blimey, I'm tired,"" yawned Fred, setting down his knife and fork at last."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"  ""Mum fancies him,"" said Fred, in a very audible whisper."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Pitiful,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Wish I knew what he was up to,"" said Fred, frowning."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"""Floo powder's a lot quicker, dear, but goodness me, if you've never used it before -""  ""He'll be all right, Mum,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"what Gilderoy Lockhart must've thought -""  ""He was pleased,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"  ""So no pressure, Harry"" said Fred, winking at him."
Chamber_Of_Secrets,Gryffindor,Book_Fred,"  ""Don't be thick,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Oh, get out of the way, Percy,"" said Fred."
Chamber_Of_Secrets,Gryffindor,Book_Fred," ""Wouldn't dream of it,"" said Fred, who was looking like his birthday had come early."
Chamber_Of_Secrets,Gryffindor,Book_George,"   ""Locked in the cupboard under the stairs, and I can't get out of this room -""  ""No problem,"" said George from the front passenger seat."
Chamber_Of_Secrets,Gryffindor,Book_George," ""So - we'll get your trunk - you grab anything you need from your room and hand it out to Ron,"" whispered George."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Definitely dodgy"" agreed George."
Chamber_Of_Secrets,Gryffindor,Book_George,"  Y.  ""I've heard Dad talking about him,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Yeah, Mum's always wishing we had a house-elf to do the ironing,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George,"  ""Percy's been acting very oddly this summer,"" said George, frowning."
Chamber_Of_Secrets,Gryffindor,Book_George,"  ""That's the main road,"" said George, peering down through the windshield."
Chamber_Of_Secrets,Gryffindor,Book_George," ""We're a little way outside the village,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Oh, dear,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Morning, Mum,"" said George, in what he clearly thought was a jaunty, winning voice."
Chamber_Of_Secrets,Gryffindor,Book_George," ""See, they're not too bright,"" said George, seizing five or six gnomes at once."
Chamber_Of_Secrets,Gryffindor,Book_George," ""That lot won't come cheap,"" said George, with a quick look at his parents."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Dunno how Mum and Dad are going to afford all our school stuff this year,"" said George after a while."
Chamber_Of_Secrets,Gryffindor,Book_George,"  ""I've got a question, Oliver,"" said George, who had woken with a start."
Chamber_Of_Secrets,Gryffindor,Book_George," ""And the Slytherins don't need a spy, Oliver,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Because they're here in person,"" said George, pointing."
Chamber_Of_Secrets,Gryffindor,Book_George,"We've trained harder than they have, we've been flying in all weathers -"" (""Too true,"" muttered George Weasley."
Chamber_Of_Secrets,Gryffindor,Book_George," ""We need time out,"" said George, trying to signal to Wood and stop the Bludger breaking Harry's nose at the same time."
Chamber_Of_Secrets,Gryffindor,Book_George,"  ""We were twenty feet above her, stopping the other Bludger from murdering Harry, Oliver,"" said George angrily."
Chamber_Of_Secrets,Gryffindor,Book_George,"""Unbelievable flying, Harry,"" said George."
Chamber_Of_Secrets,Gryffindor,Book_George,"  ""Yeah, he's off to the Chamber of Secrets for a cup of tea with his fanged servant,"" said George, chortling."
Chamber_Of_Secrets,Gryffindor,Book_George," ""Definitely not,"" said George, sniggering."
Chamber_Of_Secrets,Gryffindor,Book_Ginny,"  ""That's what I told Ginny,"" said Percy fiercely, ""but she still seems to think you're going to be expelled, I've never seen her so upset, crying her eyes out, you might think of her, all the first years are thoroughly overexcited by this business -""  ""You don't care about Ginny,"" said Ron, whose ears were now  *157*  reddening."
Chamber_Of_Secrets,Gryffindor,Book_Ginny,"   ""Oh, that,"" said Ginny, giggling."
Chamber_Of_Secrets,Gryffindor,Book_Ginny,"  ""It's that Ravenclaw prefect, Penelope Clearwater,"" said Ginny."
Chamber_Of_Secrets,No Entry,Book_Ha," ""Maybe he's left,"" said Ha-rry, ""because he missed out on the Defense Against Dark Arts job again!"""
Chamber_Of_Secrets,Slytherin,Book_Hannah,"  ""He always seems so nice, though,"" said Hannah uncertainly, ""and, well, he's the one who made You-Know-Who disappear."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""You've forgotten the magic word,"" said Harry irritably."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""All right,"" said Harry, ""all right."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I'll be in my bedroom, making no noise and pretending I'm not there,"" said Harry tonelessly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I'll be in my room, making no noise and pretending I'm not there,"" said Harry dully."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Well done,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Better not let your mum hear you talking about my school,"" said Harry coolly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I'm trying to decide what would be the best spell to set it on fire,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Er - hello,"" said Harry nervously."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Th-thank you,"" said Harry, edging along the wall and sinking into his desk chair, next to Hedwig, who was asleep in her large cage."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Not that I'm not pleased to meet you,"" said Harry quickly, ""but, er, is there any particular reason you're here?"""
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Sit down,"" said Harry politely, pointing at the bed."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""You can't have met many decent wizards,"" said Harry, trying to cheer him up."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Sorry"" said Harry quickly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Well then, I can't think who else would have a chance of making horrible things happen at Hogwarts,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I expect they've just been - wait a minute,"" said Harry, frowning."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""No,"" said Harry angrily."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"(""Just our nephew - very disturbed  meeting strangers upsets him, so we kept him upstairs	) He  shooed the shocked Masons back into the dining room, promised Harry he would flay him to within an inch of his life when the Ma sons had left, and handed him a mop."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""It's no good turning your beak up at it - that's all we've got,"" said Harry grimly."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"He saw Dobby's face in the crowd and shouted out, asking for help, but Dobby called, ""Harry Potter is safe there, sir!"""
Chamber_Of_Secrets,Gryffindor,Book_Harry,"THE BURROW  Ron.l"" breathed Harry, creeping to the window and pushing it up so they could talk through the bars."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""You know we're not supposed to do spells outside school -""  ""You should talk,"" said Harry, staring at the floating car."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""If the Dursleys wake up, I'm dead,"" said Harry as he tied the rope tightly around a bar and Fred revved up the car."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I don't think he could,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Yes,"" said Harry and Ron together, instantly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I don't know whether the Malfoys own a house-elf	said  Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""It's wonderful,"" said Harry happily, thinking of Privet Drive."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I don't blame you, dear,"" she assured Harry, tipping eight or nine sausages onto his plate."
Chamber_Of_Secrets,Gryffindor,Book_Harry," * 41  ""You must speak clearly, dear,"" Mrs. Weasley told Harry as George dipped his hand into the flowerpot."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""Skulkin' around Knockturn Alley, I dunno dodgy place, Harry - don' want no one ter see yeh down there -""  ""I realized that,"" said Harry, ducking as Hagrid made to brush him off again."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""As soon as I've found the Weasleys,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,""" Ron told Harry and Hermione in an undertone as they left Percy to it."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I'll take Ginny and you two come right after us,"" Mrs. Weasley told Harry and Ron, grabbing Ginny's hand and setting off."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Come on,"" said Harry wearily, ""we'd better get up to the school ......"
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""So did I,"" said Harry, taking one, too."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Er -"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"There was a slight stiffness in the way she said ""Morning,"" which told Harry that she was still disapproving of the way they had arrived."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""No, I'm not,"" said Harry angrily, his fists clenching."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""said Harry, who was trying to grab a pixie dancing out of reach with its tongue out."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""No,"" said Harry flatly, glancing around to check that the room was really deserted."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Yes,"" said Harry heavily, resigned to explaining the complicated rules of Quidditch."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""And the fourth ball -""  ""- is the Golden Snitch,"" said Harry, ""and it's very small, very fast, and difficult to catch."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Yes,"" said Harry as they left the castle and started across the dew- drenched grass."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Haven't even started,"" said Harry, looking jealously at the toast and marmalade Ron and Hermione had brought out of the Great Hall."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""He's in Gryffindor,"" said Harry quickly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""We'd better get him to Hagrid's, it's nearest,"" said Harry to Hermione, who nodded bravely, and the pair of them pulled Ron up by the arms."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Bet he didn't like that,"" said Harry, sitting up and rubbing his chin."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""If yeh ask me, she wouldn' say no ter a signed -""  ""Oh, shut up,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I'd swap anytime,"" said Harry hollowly."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""No,"" said Harry frantically."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I know,"" said Harry, lying back in his four-poster and staring at the canopy above him."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Hello, Nick,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""So do you,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"   ""Oh - yes,"" said Harry, who was obviously supposed to agree."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""No,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"He's been cleaning all morning, and if he sees you dripping mud all over the place -""   ""Right,"" said Harry, backing away from the accusing stare of Mrs. Norris, but not quickly enough."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Oh,"" said Harry, not sure whether he should look sorry or happy about this."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""No,"" said Harry quickly, ""I'll come -""  ""My dear boy!"
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Of - of course,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""A promise is a promise,"" Hermione reminded Harry bossily."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Hello, Peeves,"" said Harry cautiously."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"But I mean to say - look at the fellow -""  ""I think,"" said Harry hurriedly, at a meaningful look from Nick, ""Nick's very - frightening and - er -""  ""Ha!"""
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I know it's weird,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Midnight,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I always knew Salazar Slytherin was a twisted old loony,"" Ron told Harry and Hermione as they fought their way through the teeming corridors at the end of the lesson to drop off their bags before dinner."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Hullo, Colin,"" said Harry automatically."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""That I'm Slytherin's heir, I expect,"" said Harry, his stomach dropping another inch or so as he suddenly remembered the way Justin Finch- Fletchley had run away from him at lunchtime."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Can't hurt to have a poke around,"" said Harry, dropping his bag and getting to his hands and knees so that he could crawl along, searching for clues."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""No,"" said Harry, ""have you, Ron?"
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Nothing,"" said Harry quickly."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""Clues, you know -""  Percy swelled in a manner that reminded Harry forcefully of Mrs. Weasley."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Look at his family,"" said Harry, closing his books, too."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Listen,"" said Harry as she came nearer and nearer, ""with you two flying around me all the time the only way I'm going to catch the Snitch is if it flies up my sleeve."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""No - don't -"" said Harry weakly, but Lockhart was twirling his wand and a second later had directed it straight at Harry's arm."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""No,"" said Harry, getting into bed."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""We can add that to the list of questions we'll ask him when we've taken the Polyjuice Potion,"" said Harry, sinking back onto his pillows."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""Dobby warned and warned Harry Potter."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Fine,"" said Harry, squeezing into the stall."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""There's something else,"" said Harry, watching Hermione tearing bundles of knotgrass and throwing them into the potion."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Knowing Snape, something foul,"" said Harry as the potion frothed and bubbled."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""You wish,"" said Harry out of the corner of his mouth."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I know,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""And now the whole school's going to think you're his great-great-great-great-grandson or something -""  ""But I'm not,"" said Harry, with a panic he couldn't quite explain."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Hello,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I wanted to tell him what really happened with that snake at the Dueling Club,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""It's not possible to live with the Dursleys and not hate them,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Canceled,"" said Harry, getting up."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Professor,"" said Harry at once, ""I swear I didn't -""  ""This is out of my hands, Potter,"" said Professor McGonagall curtly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""No,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""At this rate, we'll be the only ones left,"" Ron told Harry and Hermione."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Hello,"" said Harry happily as she landed on his bed."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Oh, all right, all right,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Hang on,"" said Harry as Ron and Hermione reached for their glasses."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"""  ""We'd better get going,"" said Harry, loosening the watch that was cutting into Goyle's thick wrist."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Er -"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""Ha, ha,"" said Harry bleakly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""It's okay, Hermione,"" said Harry quickly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Nothing,"" said Harry gloomily."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Let's go and see,"" said Harry, and holding their robes over their ankles they stepped through the great wash of water to the door bearing its OUT OF ORDER sign, ignored it as always, and entered."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""But it can't hurt you if someone throws something at you,"" said Harry, reasonably."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"And -""  ""All right, I've got the point,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""He never wrote in it,"" said Harry, disappointed."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""He must've been Muggle-born,"" said Harry thoughtfufly."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""I wish I knew why someone did try to chuck it,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""Give that back,"" said Harry quietly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""We always knew Hagrid had been expelled,"" said Harry miserably."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""And Riddle was going to go back to some Muggle orphanage if they closed Hogwarts,"" said Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry,"  ""He was buying a Flesh-Eating Slug Repellent,"" said Harry quickly."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""The moment they start trying to move into each other's pots, we'll know they're fully mature,"" she told Harry."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""it could affect our whole future,"" she told Harry and Ron as they pored over lists of new subjects, marking them with checks."
Chamber_Of_Secrets,Gryffindor,Book_Harry," ""I just want to give up Potions,"" said Harry."
